url,label,source,domain
https://gioiellipaladini.it,0,tranco,gioiellipaladini.it
https://independientesantafe.com,0,tranco,independientesantafe.com
https://autollantas24.com,0,tranco,autollantas24.com
http://51.81.96.73/n2/mips,1,urlhaus,51.81.96.73
https://iqos.ru,0,tranco,iqos.ru
https://nic.stockholm,0,tranco,nic.stockholm
https://svsu.ac.in,0,tranco,svsu.ac.in
https://cashcarry.uk,0,tranco,cashcarry.uk
https://gbtimes.com,0,tranco,gbtimes.com
https://pabidding.io,0,tranco,pabidding.io
https://vspop.org,0,tranco,vspop.org
https://interactivehailmaps.com,0,tranco,interactivehailmaps.com
https://linuxgrp.com,0,tranco,linuxgrp.com
https://l.ead.me/bfjrwu,1,phishtank,l.ead.me
https://rdnet.lv,0,tranco,rdnet.lv
https://borealc.on.ca,0,tranco,borealc.on.ca
https://madibet.life,0,tranco,madibet.life
https://lrhsd.org,0,tranco,lrhsd.org
https://pulsevipzone.com,0,tranco,pulsevipzone.com
https://eotui.com,0,tranco,eotui.com
https://fearlessrevolution.com,0,tranco,fearlessrevolution.com
http://83.219.1.198:55183/i,1,urlhaus,83.219.1.198:55183
https://armadaboard.com,0,tranco,armadaboard.com
https://iqumpnshz.com,0,tranco,iqumpnshz.com
https://nivea.com.pe,0,tranco,nivea.com.pe
https://amainhobbies.com,0,tranco,amainhobbies.com
http://startsso-ledgrdn.wixstudio.com/enus,1,phishtank,startsso-ledgrdn.wixstudio.com
https://financialaidtv.com,0,tranco,financialaidtv.com
https://rina-roleplay.com,0,tranco,rina-roleplay.com
https://macasoft.net,0,tranco,macasoft.net
https://yelisc.com,0,tranco,yelisc.com
https://clsd.net,0,tranco,clsd.net
https://marijuana.com,0,tranco,marijuana.com
https://o-ne-o-n-l-i-n-e26-one-adm.lechante.co.za/o-ne.hu1h5320964223465445799097666909/,1,phishtank,o-ne-o-n-l-i-n-e26-one-adm.lechante.co.za
https://jewel4ds.com,0,tranco,jewel4ds.com
http://110.36.90.129:45359/i,1,urlhaus,110.36.90.129:45359
https://edg.bg,0,tranco,edg.bg
https://boydsbets.com,0,tranco,boydsbets.com
https://monash.edu.my,0,tranco,monash.edu.my
https://onmobliciti.com,0,tranco,onmobliciti.com
https://ipfs.io/ipfs/bafkreia6tn4q5tjeuu6bniducfjdawtuih44wrq7jihqo47esd2q2m54g4?eta=study@mup.cz,1,phishtank,ipfs.io
https://q-r.to/bgbdq5,1,phishtank,q-r.to
https://oaldod.com,0,tranco,oaldod.com
https://powershell-storage.vg/,1,urlhaus,powershell-storage.vg
https://angersloiremetropole.fr,0,tranco,angersloiremetropole.fr
https://ptallenvery.com,0,tranco,ptallenvery.com
https://docs.google.com/presentation/d/e/2pacx-1vrgkxwbyeca41ed1so1gc1erq75azc5wrdefgbx1p4szani0zgxdsztuxyjdn0dorok-edl4p0zve1d/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,phishtank,docs.google.com
http://42.7.152.244:45939/i,1,urlhaus,42.7.152.244:45939
https://viewcompleteddocument.weebly.com/,1,phishtank,viewcompleteddocument.weebly.com
https://888win5.vip,0,tranco,888win5.vip
https://f2b8x.com,0,tranco,f2b8x.com
https://onlineinstagram.com,0,tranco,onlineinstagram.com
https://fultonsun.com,0,tranco,fultonsun.com
https://bit.ly/4egifdo,1,phishtank,bit.ly
https://ybmbooks.com,0,tranco,ybmbooks.com
https://topsters.org,0,tranco,topsters.org
https://new.express.adobe.com/webpage/xrjgomnlftymh,1,phishtank,new.express.adobe.com
https://www.solemark.cfd/,1,phishtank,solemark.cfd
http://188.132.232.81/cc2,1,urlhaus,188.132.232.81
https://q-r.to/bgbhfk,1,phishtank,q-r.to
https://new.express.adobe.com/webpage/gyvcwtrs5rjxq,1,phishtank,new.express.adobe.com
http://nav-cyrptocdn.wixstudio.com/us-en,1,phishtank,nav-cyrptocdn.wixstudio.com
https://chemspider.com,0,tranco,chemspider.com
https://maltcasino937.com,0,tranco,maltcasino937.com
https://qrco.de/bfmgtz,1,phishtank,qrco.de
https://freshgaminghub.com,0,tranco,freshgaminghub.com
https://7dak100.xxx,0,tranco,7dak100.xxx
https://tropki.com,0,tranco,tropki.com
https://wikom.pl,0,tranco,wikom.pl
https://app.jotform.com/251594554689575,1,phishtank,app.jotform.com
https://amalaims.org,0,tranco,amalaims.org
https://e-aidem.com,0,tranco,e-aidem.com
https://reactivationpass-ca.bolt.host/,1,phishtank,reactivationpass-ca.bolt.host
https://kleinanzeigen.76129081.top/gqxxbgjr?r=4,1,phishtank,kleinanzeigen.76129081.top
https://haixingduanju.com,0,tranco,haixingduanju.com
https://surfcleanmobile.com,0,tranco,surfcleanmobile.com
https://rahekutah.com,0,tranco,rahekutah.com
https://xp56j.team,0,tranco,xp56j.team
https://mehost.co,0,tranco,mehost.co
https://zaymer.com,0,tranco,zaymer.com
https://new.express.adobe.com/webpage/i7c9lkpy5ijq1,1,phishtank,new.express.adobe.com
https://sweco.se,0,tranco,sweco.se
https://docs.google.com/presentation/d/e/2pacx-1vtfvow2ndphcjlrj95ze7kvdwqsidos72jvwrxd_aw-mzmy-e6fd_lpxovs2hs2psl9mztnvuewln3u/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishtank,docs.google.com
https://mipont.hu,0,tranco,mipont.hu
https://masukajakak-sanca999.xyz,0,tranco,masukajakak-sanca999.xyz
https://q-r.to/bfq7kt,1,phishtank,q-r.to
http://moonshot-listing-dug.netlify.app,1,phishtank,moonshot-listing-dug.netlify.app
https://bigredsky.com,0,tranco,bigredsky.com
http://116.76.167.16:35883/i,1,urlhaus,116.76.167.16:35883
https://ca.tvbghbn.cyou/,1,phishtank,ca.tvbghbn.cyou
https://ca33nones.shop,0,tranco,ca33nones.shop
https://myjugendhilfe.cloud,0,tranco,myjugendhilfe.cloud
https://my-dars.com,0,tranco,my-dars.com
https://ukuaishou.com,0,tranco,ukuaishou.com
https://docs.google.com/presentation/d/e/2pacx-1vswjvpgov89-i_sstqknu2trpztgk9hgcjepodtlzrjf3qk9pymkhzucnhawwy30rkpha1xprfe1l7w/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishtank,docs.google.com
https://arkansas.com,0,tranco,arkansas.com
https://ufu8f9.com,0,tranco,ufu8f9.com
https://datakojak.com,0,tranco,datakojak.com
http://allegrolokalnie.9374934.xyz,1,phishtank,allegrolokalnie.9374934.xyz
https://eng-trezo.zapier.app/en-login,1,phishtank,eng-trezo.zapier.app
https://gridcorner.net,0,tranco,gridcorner.net
https://iuuijtyfdtrsd.weebly.com/,1,phishtank,iuuijtyfdtrsd.weebly.com
https://mangomist.com,0,tranco,mangomist.com
https://cooltoysclub.com,0,tranco,cooltoysclub.com
https://boldcf.co,0,tranco,boldcf.co
https://pokerstake.com,0,tranco,pokerstake.com
https://pocket-option8.com,0,tranco,pocket-option8.com
https://myukserver.net,0,tranco,myukserver.net
https://l.ead.me/bfezoe,1,phishtank,l.ead.me
https://thunderlotusgames.com,0,tranco,thunderlotusgames.com
https://l.ead.me/bgbros,1,phishtank,l.ead.me
https://beautypornvids.com,0,tranco,beautypornvids.com
https://legalon-cloud.com,0,tranco,legalon-cloud.com
https://qualialife.com,0,tranco,qualialife.com
https://yournavi.com,0,tranco,yournavi.com
https://qrco.de/bgbdfn,1,phishtank,qrco.de
https://halton.io,0,tranco,halton.io
https://isolezwe.co.za,0,tranco,isolezwe.co.za
https://swovo.com,0,tranco,swovo.com
https://sagetv.com,0,tranco,sagetv.com
https://producbank.webcindario.com/,1,phishtank,producbank.webcindario.com
https://shipleydonuts.com,0,tranco,shipleydonuts.com
https://shortpacked.com,0,tranco,shortpacked.com
https://esomar-congress.com,0,tranco,esomar-congress.com
https://mythology.net,0,tranco,mythology.net
https://mikai.org,0,tranco,mikai.org
http://42.234.233.117:46384/i,1,urlhaus,42.234.233.117:46384
https://oskarswoodenark.com.au,0,tranco,oskarswoodenark.com.au
https://matsuya.com,0,tranco,matsuya.com
https://visitcarsoncity.com,0,tranco,visitcarsoncity.com
https://lordfilms.day,0,tranco,lordfilms.day
https://rugcheck.xyz,0,tranco,rugcheck.xyz
https://heritagereview.com,0,tranco,heritagereview.com
https://mclicense.org,0,tranco,mclicense.org
https://overlanded.com,0,tranco,overlanded.com
http://125.99.206.137:56905/i,1,urlhaus,125.99.206.137:56905
https://bit.ly/4fsecmz,1,phishtank,bit.ly
https://77177.casino,0,tranco,77177.casino
https://x-minusovka.com,0,tranco,x-minusovka.com
https://av86.com,0,tranco,av86.com
https://lux-case.se,0,tranco,lux-case.se
https://globalquiz.org,0,tranco,globalquiz.org
https://urbanpalacehouse.nl,0,tranco,urbanpalacehouse.nl
https://financiar24.es,0,tranco,financiar24.es
https://web-crossing.at,0,tranco,web-crossing.at
https://eastern.edu,0,tranco,eastern.edu
https://www.dropbox.com/l/scl/aaazcfbx8g10t_tckayuhzlpkk5uygo_z0w,1,phishtank,dropbox.com
https://basalon.co.il,0,tranco,basalon.co.il
https://qrco.de/bgyjb4,1,phishtank,qrco.de
https://isaidub.com.in,0,tranco,isaidub.com.in
https://privacyaffairs.com,0,tranco,privacyaffairs.com
https://04-03.casino,0,tranco,04-03.casino
https://storytellingwithsaris.com,0,tranco,storytellingwithsaris.com
https://mact.ru,0,tranco,mact.ru
https://us6.campaign-archive.com/?u=e10f5574aef3ddff7f69e742e&id=62fe091d1b,1,phishtank,us6.campaign-archive.com
https://vhs-lernportal.de,0,tranco,vhs-lernportal.de
https://new.express.adobe.com/webpage/dx5t6mye9hcgv,1,phishtank,new.express.adobe.com
https://wanassist.nl,0,tranco,wanassist.nl
https://larproject.com,0,tranco,larproject.com
https://q-r.to/bga0uu,1,phishtank,q-r.to
https://mikriliga.com,0,tranco,mikriliga.com
https://myvisionsfedcuindexhtmlvfcu.weebly.com/,1,phishtank,myvisionsfedcuindexhtmlvfcu.weebly.com
https://suidhagaindia.com,0,tranco,suidhagaindia.com
https://fetching.co.kr,0,tranco,fetching.co.kr
https://rdns.net,0,tranco,rdns.net
https://unchained.com,0,tranco,unchained.com
https://dwp-balkan.org,0,tranco,dwp-balkan.org
https://docs.google.com/presentation/d/e/2pacx-1vtosnowparpf8wpmxbwz74j3-joqtjnobrcx7zrj69gdpayl1mirn-wbgc3epc6iqwee6ld-7qm2oro/pub?start=false&loop=false&delayms=3000&slide=id.p,1,phishtank,docs.google.com
https://mailoathserviceupdatecorporation.weebly.com/,1,phishtank,mailoathserviceupdatecorporation.weebly.com
https://qrco.de/bga87r,1,phishtank,qrco.de
https://dinnerin321.com,0,tranco,dinnerin321.com
https://framed.wtf,0,tranco,framed.wtf
https://qrco.de/bgjcos,1,phishtank,qrco.de
https://faulkner.edu,0,tranco,faulkner.edu
https://docs.google.com/drawings/d/1hkaepczlssrnom9whdqzxywqvktp-ho05coohf1zovc/edit,1,phishtank,docs.google.com
https://ucoz.pl,0,tranco,ucoz.pl
https://naya24.com,0,tranco,naya24.com
https://100-links.click,0,tranco,100-links.click
https://fijivillage.com,0,tranco,fijivillage.com
https://casinoukh.online,0,tranco,casinoukh.online
https://wedw2a.ukit.me/,1,phishtank,wedw2a.ukit.me
https://atyraubus.kz,0,tranco,atyraubus.kz
https://reshopper.com,0,tranco,reshopper.com
https://worthynews.com,0,tranco,worthynews.com
https://pub-55a8fba45da64ece91e2cb3895be6c90.r2.dev/index.html,1,phishtank,pub-55a8fba45da64ece91e2cb3895be6c90.r2.dev
https://comfortorthowear.com,0,tranco,comfortorthowear.com
https://softairwelt.de,0,tranco,softairwelt.de
http://42.231.188.231:55171/i,1,urlhaus,42.231.188.231:55171
https://retrogames.me,0,tranco,retrogames.me
https://qrco.de/bfwtgc,1,phishtank,qrco.de
https://ifsatube29.cfd,0,tranco,ifsatube29.cfd
https://partysharty.pk,0,tranco,partysharty.pk
http://123.4.247.134:46868/i,1,urlhaus,123.4.247.134:46868
https://adspend.space,0,tranco,adspend.space
https://bestlivesvip.com,0,tranco,bestlivesvip.com
https://ersenwe-43257.firebaseapp.com/,1,phishtank,ersenwe-43257.firebaseapp.com
https://cloudvalley.top,0,tranco,cloudvalley.top
https://slowtrav.com,0,tranco,slowtrav.com
https://matchmediagroup.com,0,tranco,matchmediagroup.com
https://animati.com.br,0,tranco,animati.com.br
https://szcwyzwlw.com,0,tranco,szcwyzwlw.com
https://kissasian.com.vc,0,tranco,kissasian.com.vc
https://kitrig.shop,0,tranco,kitrig.shop
https://bit.ly/4hosl9g,1,phishtank,bit.ly
https://comparethemarketcareers.com,0,tranco,comparethemarketcareers.com
https://fast828.win,0,tranco,fast828.win
https://helaldunyamarketleri.com,0,tranco,helaldunyamarketleri.com
https://scout.org.hk,0,tranco,scout.org.hk
https://alpkit.com,0,tranco,alpkit.com
https://achmearechtsbijstand.nl,0,tranco,achmearechtsbijstand.nl
https://primeluckymarket.com,0,tranco,primeluckymarket.com
https://beepworld.it,0,tranco,beepworld.it
http://zippycanyonez.pro/goongangontop/wife.x86_64,1,urlhaus,zippycanyonez.pro
https://ivabankruptcy.ltd,0,tranco,ivabankruptcy.ltd
https://knmt.nl,0,tranco,knmt.nl
https://qarchive.org,0,tranco,qarchive.org
https://qrco.de/bfcatb,1,phishtank,qrco.de
https://amishbuiltcabins.com,0,tranco,amishbuiltcabins.com
http://143.20.185.220/dss,1,urlhaus,143.20.185.220
https://cruisebrothers.com,0,tranco,cruisebrothers.com
https://atube.me,0,tranco,atube.me
https://bomgaars.com,0,tranco,bomgaars.com
https://statedrugs.gov.in,0,tranco,statedrugs.gov.in
https://newscorpaus.com.au,0,tranco,newscorpaus.com.au
https://jokergdn.xyz,0,tranco,jokergdn.xyz
https://qrco.de/bgcehx,1,phishtank,qrco.de
https://caseid100856106551205643.firebaseapp.com/,1,phishtank,caseid100856106551205643.firebaseapp.com
https://jungholz.tirol,0,tranco,jungholz.tirol
https://national.org.nz,0,tranco,national.org.nz
https://viideys.online,0,tranco,viideys.online
https://housage.es,0,tranco,housage.es
https://turonbank.uz,0,tranco,turonbank.uz
https://omgwtfnzbs.org,0,tranco,omgwtfnzbs.org
https://lacasadelmecanico.com.ar,0,tranco,lacasadelmecanico.com.ar
https://aopnet.rest,0,tranco,aopnet.rest
https://yorkcountypa.gov,0,tranco,yorkcountypa.gov
https://melilla.es,0,tranco,melilla.es
https://danija.lv,0,tranco,danija.lv
https://kcrb55.ru,0,tranco,kcrb55.ru
https://apaldo.org,0,tranco,apaldo.org
https://kucingwawak.com,0,tranco,kucingwawak.com
https://rettungsdienst-msh.de,0,tranco,rettungsdienst-msh.de
https://kavun.city,0,tranco,kavun.city
http://188.132.232.81/ayi,1,urlhaus,188.132.232.81
http://217.60.241.44/mips,1,urlhaus,217.60.241.44
http://27.215.139.11:38006/i,1,urlhaus,27.215.139.11:38006
https://51.ru,0,tranco,51.ru
https://forms.office.com/pages/responsepage.aspx?id=dqsikwdsw0yxejajblztrqaaaaaaaaaaaan__4jlegpuoejzwdlevepxuje1texdrdlvmzfwtvvpvi4u&route=shorturl,1,phishtank,forms.office.com
https://ncsm.gov.in,0,tranco,ncsm.gov.in
https://hotelinphuket.net,0,tranco,hotelinphuket.net
https://3d4medical.com,0,tranco,3d4medical.com
http://110.36.30.112:38106/bin.sh,1,urlhaus,110.36.30.112:38106
https://qrco.de/bfmtrv,1,phishtank,qrco.de
https://wh315.org.cn,0,tranco,wh315.org.cn
https://healthr.com,0,tranco,healthr.com
https://vulkan.com,0,tranco,vulkan.com
https://diamondmm.com,0,tranco,diamondmm.com
https://warhammer-forum.com,0,tranco,warhammer-forum.com
https://trezrsuiteweb.blogspot.com/,1,openphish,trezrsuiteweb.blogspot.com
https://q-r.to/bfilxl,1,phishtank,q-r.to
https://airbnb.si,0,tranco,airbnb.si
https://prtouae.firebaseapp.com/,1,phishtank,prtouae.firebaseapp.com
https://q-r.to/bfltfm,1,phishtank,q-r.to
http://27.220.90.250:53481/bin.sh,1,urlhaus,27.220.90.250:53481
https://rebuildingtogether.org,0,tranco,rebuildingtogether.org
https://nwsifty.weebly.com/,1,phishtank,nwsifty.weebly.com
https://lightmoonelec.com,0,tranco,lightmoonelec.com
https://nolpay.ae,0,tranco,nolpay.ae
http://94.154.43.42/hiddenbin/x86.ghost,1,urlhaus,94.154.43.42
https://jsnxnxss.weebly.com/,1,phishtank,jsnxnxss.weebly.com
https://qrco.de/bfeenm,1,phishtank,qrco.de
https://thoughtworks.net,0,tranco,thoughtworks.net
https://l.ead.me/bfrhbp,1,phishtank,l.ead.me
https://genomicsengland.co.uk,0,tranco,genomicsengland.co.uk
https://my-online-course.com,0,tranco,my-online-course.com
https://inspirationsguiden.se,0,tranco,inspirationsguiden.se
https://www.ext843252.pro/captcha.php,1,phishtank,ext843252.pro
https://bioshop.pk,0,tranco,bioshop.pk
https://livetogelsgp.icu,0,tranco,livetogelsgp.icu
https://mzsakha.ru,0,tranco,mzsakha.ru
https://cenfotecmemorygame.firebaseapp.com/,1,phishtank,cenfotecmemorygame.firebaseapp.com
https://movexgames.co.uk,0,tranco,movexgames.co.uk
https://hibangkokhotels.com,0,tranco,hibangkokhotels.com
https://ccrediitrnutuel.s-host.net/,1,phishtank,ccrediitrnutuel.s-host.net
https://pub-259e97a08339410dac74092f0be97904.r2.dev/index.html,1,phishtank,pub-259e97a08339410dac74092f0be97904.r2.dev
https://goldenscope.us,0,tranco,goldenscope.us
https://jaiho777.com,0,tranco,jaiho777.com
https://genomichealth.com,0,tranco,genomichealth.com
https://foryourparty.com,0,tranco,foryourparty.com
https://trenois.com,0,tranco,trenois.com
https://brave-new-world.co.uk,0,tranco,brave-new-world.co.uk
https://davidkovokoreni.com,0,tranco,davidkovokoreni.com
https://amzaboprime012.pro/loading.php,1,phishtank,amzaboprime012.pro
http://110.39.237.192:45087/bin.sh,1,urlhaus,110.39.237.192:45087
https://g4-valley.vercel.app/,1,phishtank,g4-valley.vercel.app
http://zippycanyonez.pro/00101010101001/main.x86_64,1,urlhaus,zippycanyonez.pro
https://docs.google.com/presentation/d/e/2pacx-1vstzyicztqwzxs5suam4yylzjaouzk6vvcmjabxfehsgui1f9jqe2wxtvxnhm5z-iqkxgkyvxulot9g/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishtank,docs.google.com
https://zengw.io,0,tranco,zengw.io
https://sk-japan.co.jp,0,tranco,sk-japan.co.jp
https://exorigo.pl,0,tranco,exorigo.pl
https://loopnet.com,0,tranco,loopnet.com
https://digitalpr.jp,0,tranco,digitalpr.jp
https://qrco.de/bfowlk,1,phishtank,qrco.de
https://q-r.to/bga4d1,1,phishtank,q-r.to
https://889993137.xyz,0,tranco,889993137.xyz
https://beansandchips.com,0,tranco,beansandchips.com
https://itotolink.net,0,tranco,itotolink.net
https://methspin.net,0,tranco,methspin.net
https://ipfs.best-practice.se/ipfs/bafybeies2uc2v5pas5ingrrcrv7nn6ptzoim6ngihnxijrsou42h6al5cu/sve.html,1,phishtank,ipfs.best-practice.se
http://85.11.167.200/bin/main.x86_64,1,urlhaus,85.11.167.200
https://umwkendarilapulu.ac.id,0,tranco,umwkendarilapulu.ac.id
https://bradesco.negocioscontapj.click/,1,phishtank,bradesco.negocioscontapj.click
https://kitchendemy.com,0,tranco,kitchendemy.com
https://shlingzheng.cn,0,tranco,shlingzheng.cn
https://whymappa.org,0,tranco,whymappa.org
https://googleadsserving.cn,0,tranco,googleadsserving.cn
https://weeklybcn.com,0,tranco,weeklybcn.com
https://healthnet.com,0,tranco,healthnet.com
https://qrco.de/bgf7mi,1,phishtank,qrco.de
https://sleeplay.com,0,tranco,sleeplay.com
https://docs.google.com/presentation/d/e/2pacx-1vrwltetfm_rjhhz8gwback8wacaejdqxu8ltublpzlvpk7lyimydbspxdzsfbvyopbv-rawarlaqm1f/pub?start=false&amp;loop=false&amp;delayms=3000,1,phishtank,docs.google.com
https://retfdesw4w5thydrcv6754e.w3spaces.com/,1,phishtank,retfdesw4w5thydrcv6754e.w3spaces.com
https://bodhimandala.com/.well-known/ssl.webmail.aruba.it/mailbox.aruba.it/verifica_identity.myaccount.user_aruba.mail/user_sign_in/sme/login.htm,1,phishtank,bodhimandala.com
https://defendinged.org,0,tranco,defendinged.org
http://91.92.242.236/files-129312398/files/file_3dfa6b71eb1f52a6.exe,1,urlhaus,91.92.242.236
https://acedaily.nl,0,tranco,acedaily.nl
https://setup-live-desktop.wixstudio.com/desktop,1,phishtank,setup-live-desktop.wixstudio.com
https://axapremierfund.biz,0,tranco,axapremierfund.biz
https://portal111-guardian-cu-tech.web.app/,1,phishtank,portal111-guardian-cu-tech.web.app
https://reurl.cc/dnpnok,1,phishtank,reurl.cc
https://ourdreamersai.com,0,tranco,ourdreamersai.com
https://nuvem.com.br,0,tranco,nuvem.com.br
https://desktop-ledgre.zapier.app/,1,phishtank,desktop-ledgre.zapier.app
https://wayagame.com,0,tranco,wayagame.com
https://web.tegdcl.top,1,phishtank,web.tegdcl.top
http://42.231.46.107:47290/bin.sh,1,urlhaus,42.231.46.107:47290
https://guntryeddanishgenkis.firebaseapp.com/,1,phishtank,guntryeddanishgenkis.firebaseapp.com
https://myfastway.in,0,tranco,myfastway.in
https://noumeabourali00120.firebaseapp.com/,1,phishtank,noumeabourali00120.firebaseapp.com
https://prostobank.ua,0,tranco,prostobank.ua
https://supplychimp.com,0,tranco,supplychimp.com
https://lafactory.com,0,tranco,lafactory.com
https://vuelta.club,0,tranco,vuelta.club
https://qrco.de/bfr4s2,1,phishtank,qrco.de
https://floranext.com,0,tranco,floranext.com
https://trony.it,0,tranco,trony.it
